SOURCE: Data,METHODS:                  Sampling/Analysis,DATE (mm/dd/yyyy),LATITUDE,LONGITUDE,DEPTH (m),Trichodesmium nifH Gene (x106 copies m-3),Trichodesmium Biomass Conversion factor (mg C/106 nifH copies),Trichodesmium Biomass (mg C m-3),UCYN-A1 nifH Gene (x106 copies m-3),UCYN-A2 nifH Gene (x106 copies m-3),UCYN-A nifH Gene (x106 copies m-3),UCYN-A Biomass Conversion factor (mg C/106 nifH copies),UCYN-B nifH Gene (x106 copies m-3),UCYN-B Biomass Conversion factor (mg C/106 nifH copies),UCYN-C nifH Gene (x106 copies m-3),UCYN-C Biomass Conversion factor (mg C/106 nifH copies),UCYN Biomass (mg C m-3),Richelia Associated Species,Richelia nifH Gene (x106 copies m-3),Richelia Biomass Conversion factor (mg C/106 nifH copies),Calothrix Associated Species,Calothrix nifH Gene  (x106 copies m-3),Calothrix Biomass Conversion factor (mg C/106 nifH copies),Heterocyst (Richelia & Calotrhix) Biomass (mg C m-3),Gamma 1 nifH Gene (x106 copies/m3),Gamma 2 nifH Gene (x106 copies/m3),Gamma 3 nifH Gene (x106 copies/m3),Gamma 4 nifH Gene (x106 copies/m3),Gamma nifH Gene (x106 copies/m3),alpha nifH Gene (x106 copies/m3),Beta nifH Gene (x106 copies/m3),CIII nifH Gene (x106 copies/m3),Total nifH Gene (x106 copies/m3),Total Diazotrophic Biomass (mg C m-3),Temperature (˚C),Salinity (PSU),Nitrate (µM),Phosphate (µM),N:P ratio,Fe (nM),Chlorophyll  (mg m-3),Notes
,qPCR,2003-04-08,-15.00,-173.75,169,0.3435,0.3,0.103 ,,,0.0000,0.0002,1.4114,0.02,,,0.0282,,,,,,,,,,,,,,,,,,23.31,36.08,1976.844,304.000,6.50,,0.14,
,qPCR,2003-04-08,-15.00,-173.75,133,1.9527,0.3,0.586 ,,,0.0000,0.0002,2.6537,0.02,,,0.0531,,,,,,,,,,,,,,,,,,25.09,35.96,3.106,160.000,0.02,,0.21,
,qPCR,2003-04-08,-15.00,-173.75,100,1.5186,0.3,0.456 ,,,0.0000,0.0002,4.7025,0.02,,,0.0940,,,,,,,,,,,,,,,,,,25.90,35.58,2.332,79.000,0.03,,0.15,
,qPCR,2003-04-08,-15.00,-173.75,75,28.8871,0.3,8.666 ,,,1.5168,0.0002,12.3120,0.02,,,0.2465,,,,,,,,,,,,,,,,,,26.91,35.65,-0.407,129.000,0.00,,0.11,
,qPCR,2003-04-08,-15.00,-173.75,50,23.8342,0.3,7.150 ,,,0.0000,0.0002,122.7623,0.02,,,2.4552,,,,,,,,,,,,,,,,,,28.99,35.56,-0.399,133.000,0.00,,0.11,
,qPCR,2003-04-08,-15.00,-173.75,30,673.1643,0.3,201.949 ,,,0.0000,0.0002,241.6247,0.02,,,4.8325,,,,,,,,,,,,,,,,,,29.49,35.14,0.180,88.000,0.00,,0.13,
,qPCR,2003-04-08,-15.00,-173.75,14,711.7492,0.3,213.525 ,,,0.0000,0.0002,98.2532,0.02,,,1.9651,"Rhizosolenia,Hemiaulus",5.7678,0.01,,,,0.0577,,,,,,,,,,,29.49,35.12,1.852,94.000,0.02,,0.16,
,qPCR,2003-04-08,-15.00,-173.75,5,718.4595,0.3,215.538 ,,,0.0000,0.0002,438.2729,0.02,,,8.7655,,,,,,,,,,,,,,,,,,29.48,35.13,0.106,111.000,0.00,,0.16,
,qPCR,2003-04-09,-15.00,-177.50,150,0.1178,0.3,0.035 ,,,0.0100,0.0002,2.8773,0.02,,,0.0575,,,,,,,,,,,,,,,,,,23.96,35.82,1892.784,347.000,5.45,,0.17,
,qPCR,2003-04-09,-15.00,-177.50,127,7.8376,0.3,2.351 ,,,0.0833,0.0002,1.0376,0.02,,,0.0208,,,,,,,,,,,,,,,,,,24.83,35.80,10.525,170.000,0.06,,0.45,
,qPCR,2003-04-09,-15.00,-177.50,99,0.0100,0.3,0.003 ,,,11.3814,0.0002,1.7453,0.02,,,0.0372,,,,,,,,,,,,,,,,,,26.09,35.60,0.000,313.000,0.00,,0.47,
,qPCR,2003-04-09,-15.00,-177.50,75,2.7305,0.3,0.819 ,,,5.1409,0.0002,211.4924,0.02,,,4.2309,,,,,,,,,,,,,,,,,,28.53,35.88,-0.457,154.000,0.00,,0.10,
,qPCR,2003-04-09,-15.00,-177.50,49,7.0883,0.3,2.126 ,,,0.0000,0.0002,468.6192,0.02,,,9.3724,,,,,,,,,,,,,,,,,,29.21,35.28,0.000,142.000,0.00,,0.07,
,qPCR,2003-04-09,-15.00,-177.50,30,10.6556,0.3,3.197 ,,,0.0000,0.0002,107.6333,0.02,,,2.1527,"Rhizosolenia,Hemiaulus",0.1069,0.01,,,,0.0011,,,,,,,,,,,29.17,35.08,0.000,95.000,0.00,,0.05,
,qPCR,2003-04-09,-15.00,-177.50,15,4.9715,0.3,1.491 ,,,0.0000,0.0002,62.1347,0.02,,,1.2427,"Rhizosolenia,Hemiaulus",1.6599,0.01,,,,0.0166,,,,,,,,,,,29.16,35.08,0.759,153.000,0.00,,0.06,
,qPCR,2003-04-09,-15.00,-177.50,5,11.4906,0.3,3.447 ,,,0.0100,0.0002,385.2932,0.02,,,7.7059,,,,,,,,,,,,,,,,,,29.15,35.08,-0.469,92.000,-0.01,,0.05,
,qPCR,2003-04-10,-15.00,178.75,150,0.4454,0.3,0.134 ,,,0.0000,0.0002,0.1419,0.02,,,0.0028,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,,,,,,,,,,,23.96,36.04,1154.682,301.000,3.84,,0.50,
,qPCR,2003-04-10,-15.00,178.75,120,1.0512,0.3,0.315 ,,,0.0000,0.0002,0.2310,0.02,,,0.0046,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,,,,,,,,,,,25.52,36.05,126.610,194.000,0.65,,0.19,
,qPCR,2003-04-10,-15.00,178.75,87,5.2163,0.3,1.565 ,,,0.1190,0.0002,0.8165,0.02,,,0.0164,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,,,,,,,,,,,26.77,35.70,0.000,131.000,0.00,,0.16,
,qPCR,2003-04-10,-15.00,178.75,70,1.3570,0.3,0.407 ,,,0.0000,0.0002,0.9691,0.02,,,0.0194,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,,,,,,,,,,,27.54,35.74,0.000,121.000,0.00,,0.35,
,qPCR,2003-04-10,-15.00,178.75,50,19.1448,0.3,5.743 ,,,0.0000,0.0002,7.0200,0.02,,,0.1404,"Rhizosolenia,Hemiaulus",1.9858,0.01,,,,0.0199,,,,,,,,,,,28.56,35.57,0.000,67.000,0.00,,0.22,
,qPCR,2003-04-10,-15.00,178.75,31,412.0413,0.3,123.612 ,,,0.0000,0.0002,133.1156,0.02,,,2.6623,"Rhizosolenia,Hemiaulus",4.7496,0.01,,,,0.0475,,,,,,,,,,,28.84,35.03,0.000,48.000,0.00,,0.26,
,qPCR,2003-04-10,-15.00,178.75,15,1938.4831,0.3,581.545 ,,,0.0000,0.0002,148.8161,0.02,,,2.9763,"Rhizosolenia,Hemiaulus",12.0195,0.01,,,,0.1202,,,,,,,,,,,28.84,34.98,0.000,41.000,0.00,,0.36,
,qPCR,2003-04-10,-15.00,178.75,5,6266.8448,0.3,1880.053 ,,,0.0000,0.0002,177.3726,0.02,,,3.5475,"Rhizosolenia,Hemiaulus",17.6557,0.01,,,,0.1766,,,,,,,,,,,28.94,34.99,6.135,33.000,0.19,,0.33,
,qPCR,2003-04-12,-15.00,175.00,150,0.0518,0.3,0.016 ,,,0.0000,0.0002,1.2487,0.02,,,0.0250,,,,,,,,,,,,,,,,,,23.87,35.76,2629.335,300.000,8.76,,0.04,
,qPCR,2003-04-12,-15.00,175.00,125,0.0000,0.3,0.000 ,,,0.0000,0.0002,0.3803,0.02,,,0.0076,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,,,,,,,,,,,24.92,35.65,870.742,217.000,4.01,,0.16,
,qPCR,2003-04-12,-15.00,175.00,105,0.0193,0.3,0.006 ,,,0.0000,0.0002,0.5160,0.02,,,0.0103,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,,,,,,,,,,,26.04,35.56,-0.386,113.000,0.00,,0.46,
,qPCR,2003-04-12,-15.00,175.00,75,14.2458,0.3,4.274 ,,,25.8014,0.0002,27.3377,0.02,,,0.5519,"Rhizosolenia,Hemiaulus",0.0196,0.01,,,,0.0002,,,,,,,,,,,27.54,35.60,-0.469,91.000,-0.01,,0.13,
,qPCR,2003-04-12,-15.00,175.00,45,415.8750,0.3,124.763 ,,,0.0000,0.0002,228.6368,0.02,,,4.5727,"Rhizosolenia,Hemiaulus",1.8258,0.01,,,,0.0183,,,,,,,,,,,29.19,34.97,-0.341,48.000,-0.01,,0.11,
,qPCR,2003-04-12,-15.00,175.00,37,,,,,,,,7902.9256,0.02,,,158.0585,,,,,,,,,,,,,,,,,,,,,,,,,
,qPCR,2003-04-12,-15.00,175.00,30,0.0488,0.3,0.015 ,,,0.0000,0.0002,14.7114,0.02,,,0.2942,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,,,,,,,,,,,29.49,34.33,,,,,,
,qPCR,2003-04-12,-15.00,175.00,16,0.1376,0.3,0.041 ,,,0.0000,0.0002,0.9356,0.02,,,0.0187,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,,,,,,,,,,,29.38,34.23,0.669,126.000,0.01,,0.09,
,qPCR,2003-04-12,-15.00,175.00,6,0.0150,0.3,0.005 ,,,0.0000,0.0002,3.1359,0.02,,,0.0627,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,,,,,,,,,,,29.39,34.23,0.012,114.000,0.00,,0.06,
,qPCR,2003-04-13,-16.75,171.75,150,0.0000,0.3,0.000 ,,,0.0000,0.0002,0.3483,0.02,,,0.0070,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,,,,,,,,,,,22.62,35.82,1967.093,329.000,5.98,,0.09,
,qPCR,2003-04-13,-16.75,171.75,124,0.0126,0.3,0.004 ,,,0.0000,0.0002,0.7084,0.02,,,0.0142,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,,,,,,,,,,,23.97,35.86,1553.516,300.000,5.18,,0.22,
,qPCR,2003-04-13,-16.75,171.75,93,0.0000,0.3,0.000 ,,,0.0000,0.0002,0.1213,0.02,,,0.0024,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,,,,,,,,,,,24.58,35.48,39.221,197.000,0.20,,0.42,
,qPCR,2003-04-13,-16.75,171.75,66,4.8100,0.3,1.443 ,,,56.3432,0.0002,3.0965,0.02,,,0.0732,"Rhizosolenia,Hemiaulus",0.0302,0.01,,,,0.0003,,,,,,,,,,,26.05,35.27,-0.235,,,,0.34,
,qPCR,2003-04-13,-16.75,171.75,41,19.5392,0.3,5.862 ,,,62.4548,0.0002,128.3195,0.02,,,2.5789,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,,,,,,,,,,,27.95,35.17,3.647,111.000,0.03,,0.17,
,qPCR,2003-04-13,-16.75,171.75,30,326.7922,0.3,98.038 ,,,1.7018,0.0002,353.9392,0.02,,,7.0791,"Rhizosolenia,Hemiaulus",3.6657,0.01,,,,0.0367,,,,,,,,,,,28.79,34.80,3.024,69.000,0.04,,0.14,
,qPCR,2003-04-13,-16.75,171.75,15,1522.5865,0.3,456.776 ,,,0.9094,0.0002,257.7454,0.02,,,5.1551,"Rhizosolenia,Hemiaulus",4.7271,0.01,,,,0.0473,,,,,,,,,,,28.80,34.80,2.461,67.000,0.04,,0.22,
,qPCR,2003-04-13,-16.75,171.75,5,577.2848,0.3,173.185 ,,,0.8421,0.0002,172.0091,0.02,,,3.4403,"Rhizosolenia,Hemiaulus",1.8761,0.01,,,,0.0188,,,,,,,,,,,28.80,34.80,21.681,61.000,0.36,,0.20,
,qPCR,2006-07-01,37.70,-75.30,2,2.6500,0.3,0.795 ,,,17.2000,0.0002,0.0100,0.02,0.0000,0.01,0.0036,,0.0000,0.01,,0.0000,0.01,0.0000,,,,,,,,,,,21.00,31.70,0.490,0.210,2.33,,,"Cruise in July, 2006, exact dates unknown"
,qPCR,2006-07-02,37.63,-75.15,2,0.0100,0.3,0.003 ,,,0.0100,0.0002,0.0100,0.02,0.0000,0.01,0.0002,Hemiaulus,16.7000,0.01,,0.0000,0.01,0.1670,,,,,,,,,,,22.80,31.10,0.470,0.070,6.71,,,"Cruise in July, 2006, exact dates unknown"
,qPCR,2006-07-03,37.52,-75.05,2,0.0100,0.3,0.003 ,,,623.0000,0.0002,0.0100,0.02,0.0000,0.01,0.1248,Hemiaulus,2.3400,0.01,,0.0000,0.01,0.0234,,,,,,,,,,,24.10,31.00,0.490,0.050,9.80,,,"Cruise in July, 2006, exact dates unknown"
,qPCR,2006-07-13,38.04,-74.30,2,0.0000,0.3,0.000 ,,,1630.0000,0.0002,0.0100,0.02,0.0000,0.01,0.3262,Hemiaulus,1.6200,0.01,,0.0000,0.01,0.0162,,,,,,,,,,,23.50,31.00,0.470,0.030,15.67,,,"Cruise in July, 2006, exact dates unknown"
,qPCR,2006-07-14,38.12,-74.38,2,,,,,,54.0000,0.0002,0.0100,0.02,0.0000,0.01,0.0110,,0.0000,0.01,,0.0000,0.01,0.0000,,,,,,,,,,,22.90,31.50,0.400,0.100,4.00,,,"Cruise in July, 2006, exact dates unknown"
,qPCR,2009-08-20,36.55,-75.71,2,0.0000,0.3,0.000 ,,,35000.0000,0.0002,,,,,7.0000,Hemiaulus,4.2000,0.01,,,,0.0420,,,,,,,,,,,,,,,,,,"Cruise in Aug, 2009, exact dates unknown"
,qPCR,2009-08-21,37.43,-75.48,2,0.0000,0.3,0.000 ,,,25000.0000,0.0002,,,,,5.0000,Hemiaulus,160.0000,0.01,,,,1.6000,,,,,,,,,,,,,,,,,,"Cruise in Aug, 2009, exact dates unknown"
,qPCR,2006-07-04,36.69,-74.68,2,0.0000,0.3,0.000 ,,,1200.0000,0.0002,0.0100,0.02,0.0000,0.01,0.2402,Hemiaulus,3.1000,0.01,,0.0000,0.01,0.0310,,,,,,,,,,,23.40,34.30,0.560,0.030,18.67,,,"Cruise in July, 2006, exact dates unknown"
,qPCR,2006-07-05,36.63,-74.86,2,0.7470,0.3,0.224 ,,,196.0000,0.0002,0.0100,0.02,0.0000,0.01,0.0394,Hemiaulus,37.2000,0.01,,0.0000,0.01,0.3720,,,,,,,,,,,23.90,32.00,0.510,0.040,12.75,,,"Cruise in July, 2006, exact dates unknown"
,qPCR,2006-07-06,36.60,-75.06,2,127.0000,0.3,38.100 ,,,11.0000,0.0002,0.0100,0.02,0.0000,0.01,0.0024,Hemiaulus,19.7000,0.01,,0.0000,0.01,0.1970,,,,,,,,,,,23.40,32.90,0.540,0.070,7.71,,,"Cruise in July, 2006, exact dates unknown"
,qPCR,2006-07-07,36.53,-75.27,2,0.7630,0.3,0.229 ,,,76.5000,0.0002,0.0100,0.02,0.0000,0.01,0.0155,Hemiaulus,18.0000,0.01,,0.0000,0.01,0.1800,,,,,,,,,,,24.70,34.70,0.640,0.050,12.80,,,"Cruise in July, 2006, exact dates unknown"
,qPCR,2006-07-08,36.97,-76.02,2,0.0000,0.3,0.000 ,,,19.3000,0.0002,0.0100,0.02,0.0000,0.01,0.0041,Hemiaulus,0.0100,0.01,,0.0000,0.01,0.0001,,,,,,,,,,,22.00,26.50,0.650,0.080,8.13,,,"Cruise in July, 2006, exact dates unknown"
,qPCR,2006-07-09,36.90,-75.91,2,0.0000,0.3,0.000 ,,,0.0100,0.0002,0.0100,0.02,0.0000,0.01,0.0002,,0.0000,0.01,,0.0000,0.01,0.0000,,,,,,,,,,,25.20,23.30,0.600,0.050,12.00,,,"Cruise in July, 2006, exact dates unknown"
,qPCR,2006-07-10,36.80,-75.86,2,0.0000,0.3,0.000 ,,,25.2000,0.0002,0.0100,0.02,0.0000,0.01,0.0052,,0.0000,0.01,,0.0000,0.01,0.0000,,,,,,,,,,,25.50,22.90,0.510,0.050,10.20,,,"Cruise in July, 2006, exact dates unknown"
,qPCR,2006-07-11,36.67,-75.77,2,0.0000,0.3,0.000 ,,,3.0300,0.0002,0.0100,0.02,0.0000,0.01,0.0008,,0.0000,0.01,,0.0000,0.01,0.0000,,,,,,,,,,,23.50,27.40,0.490,0.030,16.33,,,"Cruise in July, 2006, exact dates unknown"
,qPCR,2006-07-12,36.89,-75.72,2,0.0000,0.3,0.000 ,,,28.4000,0.0002,0.0100,0.02,0.0000,0.01,0.0059,,0.0000,0.01,,0.0000,0.01,0.0000,,,,,,,,,,,23.90,25.70,0.510,0.060,8.50,,,"Cruise in July, 2006, exact dates unknown"
,qPCR,2009-08-22,39.52,-73.88,2,0.0000,0.3,0.000 ,,,170.0000,0.0002,,,,,0.0340,Hemiaulus,79.0000,0.01,,,,0.7900,,,,,,,,,,,,,,,,,,"Cruise in Aug, 2009, exact dates unknown"
,qPCR,2009-08-23,40.33,-71.74,2,91.0000,0.3,27.300 ,,,82.0000,0.0002,,,,,0.0164,Hemiaulus,2.9000,0.01,,,,0.0290,,,,,,,,,,,,,,,,,,"Cruise in Aug, 2009, exact dates unknown"
,qPCR,2009-08-24,40.61,-68.53,2,0.0100,0.3,0.003 ,,,620.0000,0.0002,,,,,0.1240,,0.0000,0.01,,,,0.0000,,,,,,,,,,,,,,,,,,"Cruise in Aug, 2009, exact dates unknown"
,qPCR,2009-08-24,41.27,-67.82,2,0.0000,0.3,0.000 ,,,0.2300,0.0002,,,,,0.0000,,0.0000,0.01,,,,0.0000,,,,,,,,,,,,,,,,,,"Cruise in Aug, 2009, exact dates unknown"
,qPCR,2009-08-25,40.98,-67.20,2,0.1100,0.3,0.033 ,,,460.0000,0.0002,,,,,0.0920,,0.0000,0.01,,,,0.0000,,,,,,,,,,,,,,,,,,"Cruise in Aug, 2009, exact dates unknown"
,qPCR,2009-08-26,42.00,-66.80,2,0.0000,0.3,0.000 ,,,430.0000,0.0002,,,,,0.0860,Hemiaulus,0.0100,0.01,,,,0.0001,,,,,,,,,,,,,,,,,,"Cruise in Aug, 2009, exact dates unknown"
,qPCR,2009-08-26,42.18,-69.28,2,0.0100,0.3,0.003 ,,,850.0000,0.0002,,,,,0.1700,,0.0000,0.01,,,,0.0000,,,,,,,,,,,,,,,,,,"Cruise in Aug, 2009, exact dates unknown"
,qPCR,2008-08-20,30.30,-89.26,1,,,,,,,,10300.0000,0.02,,,206.0000,,,,,,,,,,,,,,,,,,,,,,,,,"size fraction 2-10 um. No group id provided, assigned to Group B according to size"
,qPCR,2008-10-21,30.30,-89.26,1,,,,,,,,2630.0000,0.02,,,52.6000,,,,,,,,,,,,,,,,,,,,,,,,,"size fraction 2-10 um. No group id provided, assigned to Group B according to size"
,qPCR,2009-01-29,30.30,-89.26,1,,,,,,,,13354.8387,0.02,,,267.0968,,,,,,,,,,,,,,,,,,,,,,,,,"size fraction 2-10 um. No group id provided, assigned to Group B according to size"
,qPCR,2009-02-17,30.30,-89.26,1,,,,,,,,7660.0000,0.02,,,153.2000,,,,,,,,,,,,,,,,,,,,,,,,,"size fraction 2-10 um. No group id provided, assigned to Group B according to size"
,qPCR,2009-03-10,30.30,-89.26,1,,,,,,,,4915.9420,0.02,,,98.3188,,,,,,,,,,,,,,,,,,,,,,,,,"size fraction 2-10 um. No group id provided, assigned to Group B according to size"
,qPCR,2009-04-14,30.30,-89.26,1,,,,,,,,21500.0000,0.02,,,430.0000,,,,,,,,,,,,,,,,,,,,,,,,,"size fraction 2-10 um. No group id provided, assigned to Group B according to size"
,qPCR,2009-05-12,30.30,-89.26,1,,,,,,,,15400.0000,0.02,,,308.0000,,,,,,,,,,,,,,,,,,,,,,,,,"size fraction 2-10 um. No group id provided, assigned to Group B according to size"
,qPCR,2009-05-26,30.30,-89.26,1,,,,,,,,23111.1111,0.02,,,462.2222,,,,,,,,,,,,,,,,,,,,,,,,,"size fraction 2-10 um. No group id provided, assigned to Group B according to size"
,qPCR,2009-06-06,30.30,-89.26,1,,,,,,,,10846.1538,0.02,,,216.9231,,,,,,,,,,,,,,,,,,,,,,,,,"size fraction >10 um. No group id provided, assigned to Group B according to size. The >10um fraction is mostly clusters of single cell cyanos, since we do not see many filaments of any kind in these waters."
,qPCR,2009-06-09,30.30,-89.26,1,,,,,,,,898000.0000,0.02,,,17960.0000,,,,,,,,,,,,,,,,,,,,,,,,,"REJECTED by Quality Control using Chauvenet’s criterion. Size fraction 2-10 um. No group id provided, assigned to Group B according to size"
,qPCR,2009-06-23,30.30,-89.26,1,,,,,,,,217800.0000,0.02,,,4356.0000,,,,,,,,,,,,,,,,,,,,,,,,,"REJECTED by Quality Control using Chauvenet’s criterion. Size fractions 2-10 um and >10 um. No group id provided, assigned to Group B according to size. The >10um fraction is mostly clusters of single cell cyanos, since we do not see many filaments of any kind in these waters."
,qPCR,2009-07-13,30.30,-89.26,1,,,,,,,,265744.4444,0.02,,,5314.8889,,,,,,,,,,,,,,,,,,,,,,,,,"REJECTED by Quality Control using Chauvenet’s criterion. Size fractions 2-10 um and >10 um. No group id provided, assigned to Group B according to size. The >10um fraction is mostly clusters of single cell cyanos, since we do not see many filaments of any kind in these waters."
,qPCR,2009-07-27,30.30,-89.26,1,,,,,,,,11860.0000,0.02,,,237.2000,,,,,,,,,,,,,,,,,,,,,,,,,"Size fractions 2-10 um and >10 um. No group id provided, assigned to Group B according to size. The >10um fraction is mostly clusters of single cell cyanos, since we do not see many filaments of any kind in these waters."
,qPCR,2009-08-17,30.30,-89.26,1,,,,,,,,13806.4427,0.02,,,276.1289,,,,,,,,,,,,,,,,,,,,,,,,,"Size fractions 2-10 um and >10 um. No group id provided, assigned to Group B according to size. The >10um fraction is mostly clusters of single cell cyanos, since we do not see many filaments of any kind in these waters."
,qPCR,2009-09-28,30.30,-89.26,1,,,,,,,,34069.8413,0.02,,,681.3968,,,,,,,,,,,,,,,,,,,,,,,,,"Size fractions 2-10 um and >10 um. No group id provided, assigned to Group B according to size. The >10um fraction is mostly clusters of single cell cyanos, since we do not see many filaments of any kind in these waters."
,qPCR,2009-10-19,30.30,-89.26,1,,,,,,,,5211.0936,0.02,,,104.2219,,,,,,,,,,,,,,,,,,,,,,,,,"Size fractions 2-10 um and >10 um. No group id provided, assigned to Group B according to size. The >10um fraction is mostly clusters of single cell cyanos, since we do not see many filaments of any kind in these waters."
,qPCR,2009-11-16,30.30,-89.26,1,,,,,,,,7751.1111,0.02,,,155.0222,,,,,,,,,,,,,,,,,,,,,,,,,"Size fractions 2-10 um and >10 um. No group id provided, assigned to Group B according to size. The >10um fraction is mostly clusters of single cell cyanos, since we do not see many filaments of any kind in these waters."
,qPCR,2009-12-14,30.30,-89.26,1,,,,,,,,12931.1111,0.02,,,258.6222,,,,,,,,,,,,,,,,,,,,,,,,,"Size fractions 2-10 um and >10 um. No group id provided, assigned to Group B according to size. The >10um fraction is mostly clusters of single cell cyanos, since we do not see many filaments of any kind in these waters."
,qPCR,2007-11-17,17.72,-22.74,5,0.0000,0.3,0.000 ,,,130.0000,0.0002,0.0100,0.02,,,0.0262,Rhizosolenia,0.8800,0.01,,,,0.0088,,,,,,,,,,,24.90,36.80,0.010,0.050,0.20,1.51,0.10,
,qPCR,2007-11-22,16.89,-24.83,5,4.9000,0.3,1.470 ,,,10.0000,0.0002,0.0000,0.02,,,0.0020,,0.0000,0.01,,,,0.0000,,,,,,,,,,,25.30,36.70,0.050,0.090,0.56,0.58,0.33,
,qPCR,2007-11-22,16.89,-24.83,5,0.0000,0.3,0.000 ,,,1.4000,0.0002,0.0000,0.02,,,0.0003,"Hemiaulus, Rhizosolenia",0.0100,0.01,,,,0.0001,,,,,,,,,,,25.20,36.80,0.060,0.100,0.60,,0.38,
,qPCR,2007-11-22,16.89,-24.83,50,0.5200,0.3,0.156 ,,,1.9000,0.0002,0.0100,0.02,,,0.0006,Hemiaulus,2.2000,0.01,,,,0.0220,,,,,,,,,,,25.20,36.80,4.120,0.330,12.48,,,
,qPCR,2007-11-28,16.01,-23.66,5,0.6300,0.3,0.189 ,,,0.0000,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",0.8610,0.01,,,,0.0086,,,,,,,,,,,24.90,36.80,0.120,0.060,2.00,0.32,0.19,
,qPCR,2007-11-28,16.02,-23.73,5,0.9000,0.3,0.270 ,,,0.0000,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",1.1010,0.01,,,,0.0110,,,,,,,,,,,24.70,36.50,0.060,0.060,1.00,,0.22,
,qPCR,2007-11-28,16.02,-23.74,5,2.5000,0.3,0.750 ,,,0.0000,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",1.0010,0.01,,,,0.0100,,,,,,,,,,,24.70,36.50,0.060,0.060,1.00,0.32,,
,qPCR,2007-11-28,16.03,-23.76,5,0.0000,0.3,0.000 ,,,0.0000,0.0002,0.0000,0.02,,,0.0000,,0.0000,0.01,,,,0.0000,,,,,,,,,,,24.70,36.40,0.053,0.040,1.33,,,
,qPCR,2007-11-28,16.04,-23.78,5,0.0100,0.3,0.003 ,,,0.0000,0.0002,0.0000,0.02,,,0.0000,,0.0000,0.01,,,,0.0000,,,,,,,,,,,24.70,36.50,0.053,0.040,1.33,,,
,qPCR,2007-11-28,16.03,-23.78,5,0.0000,0.3,0.000 ,,,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,,,,,,,,,,,24.70,36.50,0.053,0.040,1.33,,,
,qPCR,2007-11-28,16.02,-23.77,5,0.0000,0.3,0.000 ,,,0.0000,0.0002,0.0000,0.02,,,0.0000,Rhizosolenia,0.0100,0.01,,,,0.0001,,,,,,,,,,,24.60,36.50,0.050,0.040,1.25,,,
,qPCR,2007-12-02,17.72,-22.95,5,0.0000,0.3,0.000 ,,,41.0000,0.0002,0.0000,0.02,,,0.0082,Rhizosolenia,0.0100,0.01,,,,0.0001,,,,,,,,,,,23.90,36.80,0.010,0.080,0.13,0.3,0.12,
,qPCR,2007-12-02,17.78,-22.96,5,0.0100,0.3,0.003 ,,,73.0000,0.0002,1.5000,0.02,,,0.0446,Rhizosolenia,0.0100,0.01,,,,0.0001,,,,,,,,,,,23.90,36.80,0.010,0.120,0.08,,,
,qPCR,2007-12-02,17.79,-22.97,5,0.0000,0.3,0.000 ,,,16.0000,0.0002,0.0000,0.02,,,0.0032,,,,,,,,,,,,,,,,,,24.00,36.80,0.010,0.120,0.08,,,
,qPCR,2007-12-02,17.80,-23.00,5,0.0000,0.3,0.000 ,,,0.0100,0.0002,0.0000,0.02,,,0.0000,Rhizosolenia,0.0100,0.01,,,,0.0001,,,,,,,,,,,24.00,36.80,0.010,0.120,0.08,,,
,qPCR,2007-12-02,17.81,-23.05,5,0.0000,0.3,0.000 ,,,4.5000,0.0002,0.0000,0.02,,,0.0009,Rhizosolenia,0.0100,0.01,,,,0.0001,,,,,,,,,,,24.00,36.90,0.010,0.120,0.08,,,
,qPCR,2007-12-02,17.81,-23.09,5,0.0000,0.3,0.000 ,,,0.0100,0.0002,0.0000,0.02,,,0.0000,Rhizosolenia,1.0000,0.01,,,,0.0100,,,,,,,,,,,23.90,36.90,0.010,0.140,0.07,,,
,qPCR,2007-12-07,20.65,-24.96,5,0.0100,0.3,0.003 ,,,76.0000,0.0002,0.0000,0.02,,,0.0152,,0.0000,0.01,,,,0.0000,,,,,,,,,,,23.90,36.90,0.010,0.060,0.17,0.35,0.08,
,qPCR,2007-12-07,20.85,-25.01,5,0.9500,0.3,0.285 ,,,45.0000,0.0002,0.0000,0.02,,,0.0090,Rhizosolenia,0.0100,0.01,,,,0.0001,,,,,,,,,,,23.90,37.00,0.010,0.050,0.20,,,
