SOURCE: Related article,METHODS: Sampling/Analysis,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,DEPTH (m),Trichodesmium Colonies (x103 m-3),Trichodesmium Free trichomes (x106 m-3),Trichodesmium Total Trichomes (x106 m-3),UCYN-A Cells (x106 m-3),UCYN-B Cells (x106 m-3),UCYN-C Cells (x106 m-3),UCYN Cells (x106 m-3),Richelia Associated Species,Richelia intracellularis (x106 m-3),Calothrix Associated Species,Calothrix intracellularis  (x106 m-3),Temperature (˚C),Salinity (PSU),Nitrate (µM),Phosphate (µM),Fe (nM),Chlorophyll  (mg m-3),Notes
,epifluorescence microscope,1998-04-05,-14.67,164.47,45,3.296,0.21,0.87,,,,,,0.078,,,,,,,,,
,epifluorescence microscope,1998-04-05,-14.67,164.47,60,0.008,0.00,0.00,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-05,-14.67,164.47,70,0.000,0.00,0.00,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-05,-14.67,164.47,115,0.000,0.01,0.01,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-08,-16.57,166.20,1,0.919,0.05,0.23,,,,,,0.003,,,,,,,,,
,epifluorescence microscope,1998-04-08,-16.57,166.20,4,1.224,0.04,0.29,,,,,,0.002,,,,,,,,,
,epifluorescence microscope,1998-04-08,-16.57,166.20,10,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-08,-16.57,166.20,15,0.650,0.06,0.19,,,,,,0.017,,,,,,,,,
,epifluorescence microscope,1998-04-08,-16.57,166.20,30,0.440,0.03,0.11,,,,,,0.021,,,,,,,,,
,epifluorescence microscope,1998-04-08,-16.57,166.20,40,0.505,0.13,0.23,,,,,,0.035,,,,,,,,,
,epifluorescence microscope,1998-04-08,-16.57,166.20,50,0.440,0.06,0.14,,,,,,0.017,,,,,,,,,
,epifluorescence microscope,1998-04-08,-16.57,166.20,90,0.000,0.00,0.00,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-08,-16.57,166.20,140,0.015,0.02,0.02,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-08,-16.57,166.20,1,4.118,0.38,1.21,,,,,,0.007,,,,,,,,,
,epifluorescence microscope,1998-04-08,-16.57,166.20,5,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-08,-16.57,166.20,10,3.228,0.19,0.83,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-08,-16.57,166.20,20,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-08,-16.57,166.20,30,1.579,0.14,0.45,,,,,,0.030,,,,,,,,,
,epifluorescence microscope,1998-04-08,-17.60,169.12,1,0.674,0.03,0.17,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-08,-17.60,169.12,3,0.828,0.01,0.18,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-08,-17.60,169.12,10,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-08,-17.60,169.12,15,0.628,0.01,0.13,,,,,,0.001,,,,,,,,,
,epifluorescence microscope,1998-04-08,-17.60,169.12,25,1.373,0.07,0.34,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-08,-17.60,169.12,40,0.018,0.01,0.01,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-08,-17.60,169.12,50,0.056,0.01,0.02,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-08,-17.60,169.12,60,,,,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-08,-17.60,169.12,90,0.007,0.01,0.01,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-08,-17.60,169.12,130,0.026,0.00,0.01,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-09,-17.90,171.71,1,0.042,0.00,0.01,,,,,,0.002,,,,,,,,,
,epifluorescence microscope,1998-04-09,-17.90,171.71,5,0.063,0.00,0.01,,,,,,0.001,,,,,,,,,
,epifluorescence microscope,1998-04-09,-17.90,171.71,10,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-09,-17.90,171.71,20,0.033,0.00,0.01,,,,,,0.005,,,,,,,,,
,epifluorescence microscope,1998-04-09,-17.90,171.71,30,,0.00,0.00,,,,,,0.012,,,,,,,,,
,epifluorescence microscope,1998-04-09,-17.90,171.71,40,0.007,0.00,0.00,,,,,,0.001,,,,,,,,,
,epifluorescence microscope,1998-04-09,-17.90,171.71,50,0.016,0.00,0.01,,,,,,0.001,,,,,,,,,
,epifluorescence microscope,1998-04-09,-17.90,171.71,90,0.005,0.00,0.00,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-09,-17.90,171.71,140,,0.00,0.00,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-10,-18.23,174.19,1,0.016,0.00,0.01,,,,,,0.032,,,,,,,,,
,epifluorescence microscope,1998-04-10,-18.23,174.19,6,0.019,0.00,0.01,,,,,,0.024,,,,,,,,,
,epifluorescence microscope,1998-04-10,-18.23,174.19,10,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-10,-18.23,174.19,15,0.025,0.00,0.01,,,,,,0.014,,,,,,,,,
,epifluorescence microscope,1998-04-10,-18.23,174.19,23,0.078,,0.02,,,,,,0.009,,,,,,,,,
,epifluorescence microscope,1998-04-10,-18.56,176.00,1,0.371,0.00,0.08,,,,,,0.004,,,,,,,,,
,epifluorescence microscope,1998-04-10,-18.56,176.00,5,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-10,-18.56,176.00,10,2.067,0.02,0.43,,,,,,0.080,,,,,,,,,
,epifluorescence microscope,1998-04-10,-18.56,176.00,30,2.661,0.09,0.62,,,,,,0.027,,,,,,,,,
,epifluorescence microscope,1998-04-11,-18.34,177.27,1,0.003,0.00,0.00,,,,,,0.011,,,,,,,,,
,epifluorescence microscope,1998-04-11,-18.34,177.27,6,0.014,0.00,0.01,,,,,,0.009,,,,,,,,,
,epifluorescence microscope,1998-04-11,-18.34,177.27,10,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-11,-18.34,177.27,15,0.020,0.00,0.01,,,,,,0.034,,,,,,,,,
,epifluorescence microscope,1998-04-11,-18.34,177.27,22,0.020,0.00,0.01,,,,,,0.030,,,,,,,,,
,epifluorescence microscope,1998-04-11,-18.34,177.27,30,0.007,0.00,0.01,,,,,,0.040,,,,,,,,,
,epifluorescence microscope,1998-04-11,-18.34,177.27,40,,,,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-11,-18.34,177.27,50,0.023,0.01,0.02,,,,,,0.027,,,,,,,,,
,epifluorescence microscope,1998-04-13,-19.07,178.37,1,3.908,0.07,0.85,,,,,,0.084,,,,,,,,,
,epifluorescence microscope,1998-04-13,-19.07,178.37,5,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-13,-19.07,178.37,10,3.763,0.11,0.86,,,,,,0.072,,,,,,,,,
,epifluorescence microscope,1998-04-13,-19.07,178.37,20,10.208,0.13,2.17,,,,,,0.060,,,,,,,,,
,epifluorescence microscope,1998-04-13,-19.07,178.37,30,3.859,0.08,0.85,,,,,,0.070,,,,,,,,,
,epifluorescence microscope,1998-04-13,-19.07,178.37,40,3.617,0.15,0.87,,,,,,0.013,,,,,,,,,
,epifluorescence microscope,1998-04-13,-19.07,178.37,50,1.015,0.15,0.35,,,,,,0.043,,,,,,,,,
,epifluorescence microscope,1998-04-14,-18.06,177.02,1,0.274,0.01,0.06,,,,,,0.002,,,,,,,,,
,epifluorescence microscope,1998-04-14,-18.06,177.02,5,0.440,0.01,0.10,,,,,,0.010,,,,,,,,,
,epifluorescence microscope,1998-04-14,-18.06,177.02,10,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-14,-18.06,177.02,15,0.026,0.00,0.01,,,,,,0.002,,,,,,,,,
,epifluorescence microscope,1998-04-14,-18.06,177.02,25,0.061,0.00,0.02,,,,,,0.008,,,,,,,,,
,epifluorescence microscope,1998-04-14,-18.06,177.02,40,0.416,0.01,0.10,,,,,,0.030,,,,,,,,,
,epifluorescence microscope,1998-04-14,-18.06,177.02,50,0.267,0.00,0.06,,,,,,0.007,,,,,,,,,
,epifluorescence microscope,1998-04-14,-18.06,177.02,75,0.036,,0.01,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-14,-18.06,177.02,100,0.008,0.00,0.00,,,,,,0.001,,,,,,,,,
,epifluorescence microscope,1998-04-14,-18.06,177.02,140,0.000,0.00,0.00,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-14,-18.06,177.02,1,0.312,0.02,0.08,,,,,,0.016,,,,,,,,,
,epifluorescence microscope,1998-04-14,-18.06,177.02,5,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-14,-18.06,177.02,10,0.119,0.01,0.04,,,,,,0.008,,,,,,,,,
,epifluorescence microscope,1998-04-14,-18.06,177.02,25,0.062,0.01,0.02,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-15,-16.89,176.95,1,0.091,0.01,0.03,,,,,,0.017,,,,,,,,,
,epifluorescence microscope,1998-04-15,-16.89,176.95,5,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-15,-16.89,176.95,10,0.137,0.01,0.04,,,,,,0.011,,,,,,,,,
,epifluorescence microscope,1998-04-15,-16.89,176.95,20,0.029,0.01,0.01,,,,,,0.020,,,,,,,,,
,epifluorescence microscope,1998-04-15,-16.89,176.95,30,0.020,0.00,0.01,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-15,-16.89,176.95,45,0.023,0.00,0.01,,,,,,0.009,,,,,,,,,
,epifluorescence microscope,1998-04-15,-16.89,176.95,60,0.099,0.00,0.02,,,,,,0.028,,,,,,,,,
,epifluorescence microscope,1998-04-15,-16.89,176.95,80,0.004,0.00,0.00,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-15,-16.89,176.95,120,,,,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-16,-15.94,179.61,1,1.093,0.02,0.24,,,,,,0.010,,,,,,,,,
,epifluorescence microscope,1998-04-16,-15.94,179.61,5,0.819,0.01,0.18,,,,,,0.004,,,,,,,,,
,epifluorescence microscope,1998-04-16,-15.94,179.61,12,0.867,0.04,0.21,,,,,,0.031,,,,,,,,,
,epifluorescence microscope,1998-04-16,-15.94,179.61,20,0.319,0.04,0.10,,,,,,0.020,,,,,,,,,
,epifluorescence microscope,1998-04-16,-15.94,179.61,30,1.205,0.07,0.31,,,,,,0.034,,,,,,,,,
,epifluorescence microscope,1998-04-16,-15.94,179.61,40,0.774,0.02,0.17,,,,,,0.028,,,,,,,,,
,epifluorescence microscope,1998-04-16,-15.94,179.61,50,0.709,0.02,0.16,,,,,,0.024,,,,,,,,,
,epifluorescence microscope,1998-04-16,-15.94,179.61,60,1.001,0.04,0.24,,,,,,0.035,,,,,,,,,
,epifluorescence microscope,1998-04-16,-15.94,179.61,100,0.033,0.00,0.01,,,,,,0.003,,,,,,,,,
,epifluorescence microscope,1998-04-16,-15.94,179.61,1,0.018,0.00,0.01,,,,,,0.046,,,,,,,,,
,epifluorescence microscope,1998-04-16,-15.94,179.61,5,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-16,-15.94,179.61,10,0.005,0.00,0.00,,,,,,0.011,,,,,,,,,
,epifluorescence microscope,1998-04-16,-15.94,179.61,20,0.047,0.00,0.01,,,,,,0.029,,,,,,,,,
,epifluorescence microscope,1998-04-16,-15.94,179.61,30,0.007,0.00,0.01,,,,,,0.013,,,,,,,,,
,epifluorescence microscope,1998-04-16,-15.94,179.61,40,0.046,0.00,0.01,,,,,,0.017,,,,,,,,,
,epifluorescence microscope,1998-04-16,-15.94,179.61,50,,0.01,0.01,,,,,,0.025,,,,,,,,,
,epifluorescence microscope,1998-04-17,-14.15,-178.26,1,0.062,0.01,0.02,,,,,,0.014,,,,,,,,,
,epifluorescence microscope,1998-04-17,-14.15,-178.26,4,0.139,0.01,0.04,,,,,,0.027,,,,,,,,,
,epifluorescence microscope,1998-04-17,-14.15,-178.26,10,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-17,-14.15,-178.26,18,0.119,0.01,0.03,,,,,,0.029,,,,,,,,,
,epifluorescence microscope,1998-04-17,-14.15,-178.26,30,0.007,0.00,0.00,,,,,,0.030,,,,,,,,,
,epifluorescence microscope,1998-04-17,-14.15,-178.26,40,0.039,0.01,0.02,,,,,,0.033,,,,,,,,,
,epifluorescence microscope,1998-04-17,-14.15,-178.26,50,0.036,0.01,0.02,,,,,,0.030,,,,,,,,,
,epifluorescence microscope,1998-04-17,-14.15,-178.26,65,0.267,0.01,0.06,,,,,,0.048,,,,,,,,,
,epifluorescence microscope,1998-04-17,-14.15,-178.26,90,0.013,0.01,0.01,,,,,,0.006,,,,,,,,,
,epifluorescence microscope,1998-04-18,-14.15,-178.26,1,0.091,0.01,0.02,,,,,,0.018,,,,,,,,,
,epifluorescence microscope,1998-04-18,-14.15,-178.26,5,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-18,-14.15,-178.26,10,0.096,0.01,0.03,,,,,,0.041,,,,,,,,,
,epifluorescence microscope,1998-04-18,-14.15,-178.26,20,0.036,0.00,0.01,,,,,,0.011,,,,,,,,,
,epifluorescence microscope,1998-04-18,-14.15,-178.26,30,,0.00,0.00,,,,,,0.010,,,,,,,,,
,epifluorescence microscope,1998-04-18,-14.15,-178.26,40,0.179,0.01,0.04,,,,,,0.036,,,,,,,,,
,epifluorescence microscope,1998-04-18,-14.15,-178.26,50,0.100,0.01,0.03,,,,,,0.023,,,,,,,,,
,epifluorescence microscope,1998-04-18,-13.62,-175.57,1,,,,,,,,,0.015,,,,,,,,,
,epifluorescence microscope,1998-04-18,-13.62,-175.57,5,,0.00,0.00,,,,,,0.009,,,,,,,,,
,epifluorescence microscope,1998-04-18,-13.62,-175.57,10,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-18,-13.62,-175.57,15,,,,,,,,,0.002,,,,,,,,,
,epifluorescence microscope,1998-04-18,-13.62,-175.57,25,,0.00,0.00,,,,,,0.031,,,,,,,,,
,epifluorescence microscope,1998-04-18,-13.62,-175.57,35,0.023,0.00,0.01,,,,,,0.025,,,,,,,,,
,epifluorescence microscope,1998-04-18,-13.62,-175.57,50,,,,,,,,,0.002,,,,,,,,,
,epifluorescence microscope,1998-04-18,-13.62,-175.57,60,0.007,,0.00,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-19,-13.95,-173.16,1,0.114,0.00,0.02,,,,,,0.001,,,,,,,,,
,epifluorescence microscope,1998-04-19,-13.95,-173.16,7,0.020,0.00,0.01,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-19,-13.95,-173.16,10,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-19,-13.95,-173.16,15,0.003,,0.00,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-19,-13.95,-173.16,25,,0.00,0.00,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-19,-13.95,-173.16,35,,,,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-19,-13.95,-173.16,50,,0.00,0.00,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-19,-13.95,-173.16,110,0.046,0.00,0.01,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-20,-14.74,-173.54,1,,0.00,0.00,,,,,,0.014,,,,,,,,,
,epifluorescence microscope,1998-04-20,-14.74,-173.54,5,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-20,-14.74,-173.54,10,,0.00,0.00,,,,,,0.002,,,,,,,,,
,epifluorescence microscope,1998-04-20,-14.74,-173.54,30,,0.00,0.00,,,,,,0.010,,,,,,,,,
,epifluorescence microscope,1998-04-20,-14.74,-173.54,40,0.013,0.00,0.01,,,,,,0.008,,,,,,,,,
,epifluorescence microscope,1998-04-20,-16.29,-174.41,1,,,,,,,,,0.002,,,,,,,,,
,epifluorescence microscope,1998-04-20,-16.29,-174.41,7,,,,,,,,,0.001,,,,,,,,,
,epifluorescence microscope,1998-04-20,-16.29,-174.41,10,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-20,-16.29,-174.41,15,,,,,,,,,0.001,,,,,,,,,
,epifluorescence microscope,1998-04-20,-16.29,-174.41,30,,,,,,,,,0.002,,,,,,,,,
,epifluorescence microscope,1998-04-20,-16.29,-174.41,40,,,,,,,,,0.001,,,,,,,,,
,epifluorescence microscope,1998-04-20,-16.29,-174.41,50,0.013,,0.00,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-20,-16.29,-174.41,60,0.010,,0.00,,,,,,0.001,,,,,,,,,
,epifluorescence microscope,1998-04-21,-17.42,-174.93,1,,,,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-21,-17.42,-174.93,5,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-21,-17.42,-174.93,10,,0.00,0.00,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-21,-17.42,-174.93,20,0.029,0.00,0.01,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-21,-17.42,-174.93,30,,0.00,0.00,,,,,,0.003,,,,,,,,,
,epifluorescence microscope,1998-04-21,-18.93,-175.57,1,0.195,0.00,0.04,,,,,,0.075,,,,,,,,,
,epifluorescence microscope,1998-04-21,-18.93,-175.57,5,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-21,-18.93,-175.57,10,0.377,0.01,0.09,,,,,,0.068,,,,,,,,,
,epifluorescence microscope,1998-04-21,-18.93,-175.57,1,0.234,0.01,0.06,,,,,,0.073,,,,,,,,,
,epifluorescence microscope,1998-04-21,-18.93,-175.57,5,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-21,-18.93,-175.57,10,,0.00,0.00,,,,,,0.024,,,,,,,,,
,epifluorescence microscope,1998-04-21,-18.93,-175.57,1,0.156,,0.03,,,,,,0.056,,,,,,,,,
,epifluorescence microscope,1998-04-21,-18.93,-175.57,5,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-21,-18.93,-175.57,10,0.065,0.00,0.01,,,,,,0.016,,,,,,,,,
,epifluorescence microscope,1998-04-21,-18.93,-175.57,30,0.077,0.00,0.02,,,,,,0.045,,,,,,,,,
,epifluorescence microscope,1998-04-21,-18.93,-175.57,40,0.117,0.00,0.03,,,,,,0.108,,,,,,,,,
,epifluorescence microscope,1998-04-21,-18.93,-175.57,60,0.039,0.00,0.01,,,,,,0.048,,,,,,,,,
,epifluorescence microscope,1998-04-21,-18.93,-175.57,100,,0.00,0.00,,,,,,0.001,,,,,,,,,
,epifluorescence microscope,1998-04-21,-18.93,-175.57,1,,0.00,0.00,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-21,-18.93,-175.57,7,0.027,0.00,0.01,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-21,-18.93,-175.57,10,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-21,-18.93,-175.57,25,0.038,0.00,0.01,,,,,,0.029,,,,,,,,,
,epifluorescence microscope,1998-04-21,-18.93,-175.57,30,0.199,0.01,0.05,,,,,,0.037,,,,,,,,,
,epifluorescence microscope,1998-04-22,-18.93,-175.57,40,0.026,0.00,0.01,,,,,,0.036,,,,,,,,,
,epifluorescence microscope,1998-04-22,-18.93,-175.57,50,,,,,,,,,0.005,,,,,,,,,
,epifluorescence microscope,1998-04-22,-18.93,-175.57,60,,0.01,0.01,,,,,,0.046,,,,,,,,,
,epifluorescence microscope,1998-04-22,-18.93,-175.57,75,0.003,0.00,0.00,,,,,,0.013,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.12,-174.94,1,0.098,0.01,0.02,,,,,,0.111,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.12,-174.94,5,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.12,-174.94,10,0.114,0.00,0.03,,,,,,0.020,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.12,-174.94,20,0.273,0.01,0.06,,,,,,0.045,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.12,-174.94,30,0.274,0.01,0.07,,,,,,0.046,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.12,-174.94,40,0.200,0.00,0.04,,,,,,0.053,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.12,-174.94,50,0.129,0.00,0.03,,,,,,0.036,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.71,-175.15,1,0.096,0.00,0.02,,,,,,0.051,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.71,-175.15,5,0.062,0.00,0.02,,,,,,0.026,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.71,-175.15,10,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.71,-175.15,20,0.091,0.00,0.02,,,,,,0.005,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.71,-175.15,30,0.182,0.00,0.04,,,,,,0.028,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.71,-175.15,40,0.102,0.00,0.02,,,,,,0.029,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.71,-175.15,50,0.319,0.00,0.07,,,,,,0.090,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.71,-175.15,60,0.023,0.00,0.01,,,,,,0.025,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.31,-176.12,1,0.023,0.00,0.01,,,,,,0.022,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.31,-176.12,5,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.31,-176.12,10,0.081,0.01,0.03,,,,,,0.027,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.31,-176.12,25,0.023,0.00,0.01,,,,,,0.047,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.31,-176.12,40,0.049,0.01,0.02,,,,,,0.064,,,,,,,,,
,epifluorescence microscope,1998-04-23,-19.31,-176.12,50,0.013,0.00,0.01,,,,,,0.053,,,,,,,,,
,epifluorescence microscope,1998-04-24,-19.31,-176.12,60,0.033,0.00,0.01,,,,,,0.026,,,,,,,,,
,epifluorescence microscope,1998-04-24,-19.41,-178.22,1,0.161,0.01,0.04,,,,,,0.053,,,,,,,,,
,epifluorescence microscope,1998-04-24,-19.41,-178.22,4,0.052,0.01,0.02,,,,,,0.014,,,,,,,,,
,epifluorescence microscope,1998-04-24,-19.41,-178.22,10,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-24,-19.41,-178.22,20,0.016,0.01,0.01,,,,,,0.026,,,,,,,,,
,epifluorescence microscope,1998-04-24,-19.41,-178.22,30,,,,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-24,-19.41,-178.22,40,0.088,0.01,0.03,,,,,,0.074,,,,,,,,,
,epifluorescence microscope,1998-04-24,-19.41,-178.22,50,0.073,0.01,0.03,,,,,,0.057,,,,,,,,,
,epifluorescence microscope,1998-04-24,-19.41,-178.22,60,,,,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,1,24.483,0.33,5.22,,,,,,0.034,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,5,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,10,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,20,3.912,0.32,1.10,,,,,,0.008,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,30,9.828,0.32,2.29,,,,,,0.095,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,50,3.362,0.16,0.84,,,,,,0.374,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,60,3.147,0.16,0.79,,,,,,0.029,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,1,26.484,1.02,6.32,,,,,,0.136,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,5,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,10,18.746,1.30,5.05,,,,,,0.036,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,1,26.484,1.02,6.32,,,,,,0.136,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,5,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,10,18.746,1.30,5.05,,,,,,0.036,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,1,8.469,0.16,1.85,,,,,,0.295,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,5,22.174,0.18,4.61,,,,,,0.514,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,10,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,25,16.813,0.52,3.89,,,,,,0.004,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,40,0.286,0.05,0.11,,,,,,0.016,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,60,0.169,0.01,0.04,,,,,,0.011,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,90,0.068,0.00,0.02,,,,,,0.001,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,1,27.038,0.63,6.04,,,,,,0.834,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,8,27.824,0.49,6.05,,,,,,0.378,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,10,,,,,,,,,,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,15,38.883,0.64,8.42,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,30,3.605,0.54,1.26,,,,,,0.000,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,40,23.525,0.19,4.89,,,,,,0.131,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,50,9.270,0.59,2.44,,,,,,0.157,,,,,,,,,
,epifluorescence microscope,1998-04-26,-18.38,178.37,73,0.019,0.00,0.01,,,,,,0.002,,,,,,,,,
"Biegala and Raimbault (2008), doi: 10.3354/ame01185",TSA-FISH,10/27/2005,-22.29,166.46,1,,,,,,,74.62,,,,,,,,,,,
,TSA-FISH,10/24/2005,-22.33,166.47,1,,,,,,,26.39,,,,,,,,,,,
,TSA-FISH,10/24/2005,-22.33,166.47,10,,,,,,,33.92,,,,,,,,,,,
,TSA-FISH,10/21/2005,-22.35,166.47,1,,,,,,,2.70,,,,,,,,,,,
,TSA-FISH,10/21/2005,-22.35,166.47,10,,,,,,,54.67,,,,,,,,,,,
,TSA-FISH,10/21/2005,-22.35,166.47,20,,,,,,,65.95,,,,,,,,,,,
,TSA-FISH,10/22/2005,-22.37,166.22,1,,,,,,,140.39,,,,,,,,,,,
,TSA-FISH,10/22/2005,-22.37,166.22,10,,,,,,,34.80,,,,,,,,,,,
,TSA-FISH,10/22/2005,-22.37,166.22,20,,,,,,,102.83,,,,,,,,,,,
,TSA-FISH,10/25/2005,-22.37,166.22,1,,,,,,,75.23,,,,,,,,,,,
,TSA-FISH,10/25/2005,-22.37,166.22,10,,,,,,,31.38,,,,,,,,,,,
,TSA-FISH,10/25/2005,-22.37,166.22,20,,,,,,,52.86,,,,,,,,,,,
